"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2000","P","627428",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2001","P","633714",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2002","P","642337",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","648414",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2004","P","659286",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2005","P","666946",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","675302",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2007","P","680300",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2008","P","687455",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","698895",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2010","P","710249",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2011","P","722259",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","730825",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","736760",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","736759",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","737979",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2016","P","741522",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","739795",".","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Unintentional Firearm","","49","13101006","0.37","."
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","1999","17","5023824","0.34","0.33660149795556"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2000","14","5166810","0.27","0.27082930650962"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2001","16","5273477","0.3","0.30676489568159"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2002","25","5396255","0.46","0.45661361915895"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2003","12","5510364","0.22","0.21432998686183"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2004","14","5652404","0.25","0.25908669422782"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2005","15","5839077","0.26","0.26491590779109"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","6029141",".","."
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2007","14","6167681","0.23","0.22657696380835"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2008","11","6280362","0.18","0.1748994550405"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","6343154",".","."
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2010","12","6392309","0.19","0.18606229572414"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2011","P","6465488",".","."
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","6544211",".","."
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","6616124",".","."
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","6706435",".","."
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","6802262",".","."
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2016","P","6908642",".","."
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","7016270",".","."
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Unintentional Firearm","","213","116134290","0.18","."
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","1999","24","2651860","0.91","0.91009513527626"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2000","19","2678217","0.71","0.71162008999269"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2001","19","2691571","0.71","0.69581567351437"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2002","22","2705927","0.81","0.7893632530678"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2003","18","2724816","0.66","0.65264259402388"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2004","16","2749686","0.58","0.56699466750515"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2005","14","2781097","0.5","0.52233156151294"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2006","12","2821761","0.43","0.41351335250122"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2007","21","2848650","0.74","0.76359890620771"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2008","17","2874554","0.59","0.595869467549"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2009","14","2896843","0.48","0.49526914842576"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2010","14","2916031","0.48","0.46450879399265"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2011","11","2938640","0.37","0.35560788093392"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2012","10","2949208","0.34","0.31052246965962"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2013","15","2956780","0.51","0.47417241319081"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","2964800",".","."
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2015","17","2975626","0.57","0.57263036125113"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2016","11","2988231","0.37","0.37327179855889"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","2017","19","3004279","0.63","0.67540358940563"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Unintentional Firearm","","S","54118577",".","."
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","1999","47","33499204","0.14","0.13690320160991"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2000","66","33998767","0.19","0.19131600356218"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2001","97","34479458","0.28","0.27962008198463"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2002","44","34871843","0.13","0.12287449138749"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2003","68","35253159","0.19","0.18876678596448"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2004","50","35574576","0.14","0.13727090448359"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2005","146","35827943","0.41","0.40128033120495"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2006","68","36021202","0.19","0.18135305421992"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2007","43","36250311","0.12","0.11361752507912"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2008","37","36604337","0.1","0.09895516212666"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2009","31","36961229","0.08","0.07971785197386"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2010","24","37254518","0.06","0.06394832964651"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2011","26","37672654","0.07","0.06951132641632"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2012","30","38019006","0.08","0.07611343255434"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2013","35","38347383","0.09","0.08674177293231"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2014","23","38701278","0.06","0.05902292376676"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2015","29","39032444","0.07","0.07083766780445"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2016","36","39296476","0.09","0.08614134187281"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","2017","38","39536653","0.1","0.09571882455288"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Unintentional Firearm","","938","697202441","0.13","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","1999","P","4226018",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2000","P","4327788",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2001","10","4425687","0.23","0.23648613217926"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2002","P","4490406",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","4528732",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2004","P","4575013",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2005","P","4631888",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","4720423",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2007","P","4803868",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2008","P","4889730",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","4972195",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2010","P","5029325",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2011","12","5116411","0.23","0.24157057038359"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2012","11","5186330","0.21","0.22638781103827"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","5262556",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","5342311",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","5440445",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2016","11","5530105","0.2","0.18934277993439"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","5607154",".","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Unintentional Firearm","","127","93106385","0.14","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","1999","P","3386401",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2000","P","3411714",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2001","P","3432835",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2002","P","3458749",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","3484336",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2004","P","3496094",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2005","P","3506956",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","3517460",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2007","P","3527270",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2008","P","3545579",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","3561807",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2010","P","3574114",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2011","P","3591927",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","3597705",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","3602470",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","3600188",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","3593862",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2016","P","3587685",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","3588184",".","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Unintentional Firearm","","45","67065336","0.07","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","1999","P","774990",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2000","P","786404",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2001","P","795699",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2002","P","806169",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","818003",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2004","P","830803",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2005","P","845150",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","859268",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2007","P","871749",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2008","P","883874",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","891730",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2010","P","897936",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2011","P","907884",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","916868",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","925114",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","934805",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","944107",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2016","P","952698",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","961939",".","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Unintentional Firearm","","17","16605190","0.1","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","1999","P","570220",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2000","P","571723",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2001","P","574504",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2002","P","573158",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","568502",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2004","P","567754",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2005","P","567136",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","570681",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2007","P","574404",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2008","P","580236",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","592228",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2010","P","601766",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2011","P","620336",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","635630",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","650114",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","660797",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","672736",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2016","P","684336",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","693972",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Unintentional Firearm","","20","11530233","0.17","."
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","1999","14","15759421","0.09","0.09408871097069"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2000","13","16047246","0.08","0.08698057500324"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2001","23","16356966","0.14","0.1395471162347"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2002","26","16689370","0.16","0.15706095306718"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2003","27","17004085","0.16","0.16404257218559"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2004","21","17415318","0.12","0.12385408576895"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2005","23","17842038","0.13","0.13106943637044"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2006","25","18166990","0.14","0.14052597129766"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2007","16","18367842","0.09","0.08667321005107"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2008","21","18527305","0.11","0.11656558834088"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2009","23","18652644","0.12","0.1233595884285"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2010","15","18804594","0.08","0.0780352607971"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2011","30","19097369","0.16","0.15806730577454"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2012","22","19341327","0.11","0.11477251197195"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2013","22","19584927","0.11","0.10459430886996"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2014","29","19897747","0.15","0.13177121646704"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2015","30","20268567","0.15","0.14341362086165"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2016","13","20656589","0.06","0.06669874582938"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","2017","20","20984400","0.1","0.10619469592112"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Unintentional Firearm","","413","349464745","0.12","."
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","1999","18","8045966","0.22","0.22454578285762"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2000","39","8230053","0.47","0.46103764269357"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2001","23","8377038","0.27","0.26772853790436"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2002","19","8508256","0.22","0.22680838932657"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2003","12","8622793","0.14","0.143961214068"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2004","24","8769252","0.27","0.27826928887858"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2005","16","8925922","0.18","0.1728323255899"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2006","20","9155813","0.22","0.23047933330115"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2007","25","9349988","0.27","0.27438299998762"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2008","31","9504843","0.33","0.32764657926168"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2009","27","9620846","0.28","0.29735021462966"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2010","42","9688690","0.43","0.43851030439029"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2011","27","9810595","0.28","0.28028818386873"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2012","36","9911171","0.36","0.35579282820127"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2013","24","9981773","0.24","0.2470399502894"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2014","29","10083850","0.29","0.28773286542046"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2015","21","10199533","0.21","0.20408567849214"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2016","21","10313620","0.2","0.20391967765338"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","2017","21","10429379","0.2","0.1930883138217"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Unintentional Firearm","","475","177529381","0.27","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","1999","P","1210300",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2000","P","1211479",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2001","P","1225948",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2002","P","1239613",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","1251154",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2004","P","1273569",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2005","P","1292729",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","1309731",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2007","P","1315675",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2008","P","1332213",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","1346717",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2010","P","1360301",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2011","P","1378323",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","1392772",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","1408038",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","1417710",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","1426320",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2016","P","1428683",".","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","1427538",".","."
