"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Suicide Firearm","2015","123","737979","16.67","16.5140142412117"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Suicide Firearm","2016","113","741522","15.24","14.4385470162786"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Suicide Firearm","2017","119","739795","16.09","16.1654638923875"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Suicide Firearm","","1830","13101006","13.97","."
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","1999","476","5023824","9.47","9.59591632649514"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2000","489","5166810","9.46","9.61038388361924"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2001","468","5273477","8.87","8.99579562283524"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2002","559","5396255","10.36","10.3976980105534"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2003","486","5510364","8.82","8.88308328597846"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2004","509","5652404","9.01","9.0609454059173"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2005","514","5839077","8.8","8.82777155151163"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2006","563","6029141","9.34","9.27294854610907"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2007","552","6167681","8.95","8.92884677114372"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2008","540","6280362","8.6","8.45001554245249"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2009","605","6343154","9.54","9.4369737883785"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2010","620","6392309","9.7","9.53388334048637"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2011","674","6465488","10.42","10.1122683527809"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2012","663","6544211","10.13","9.68921789205987"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2013","655","6616124","9.9","9.67834393328627"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2014","683","6706435","10.18","9.68738197867927"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2015","707","6802262","10.39","9.86619499132521"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2016","755","6908642","10.93","10.1957223510933"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","2017","792","7016270","11.29","10.6347245167071"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Suicide Firearm","","11310","116134290","9.74","."
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","1999","234","2651860","8.82","8.75355490382619"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2000","244","2678217","9.11","8.98549690974681"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2001","274","2691571","10.18","10.1062513235767"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2002","257","2705927","9.5","9.42999590734055"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2003","258","2724816","9.47","9.24629825737737"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2004","232","2749686","8.44","8.25921410611779"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2005","262","2781097","9.42","9.23564503321311"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2006","247","2821761","8.75","8.69082546316195"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2007","244","2848650","8.57","8.4218594065963"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2008","275","2874554","9.57","9.37025623961019"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2009","285","2896843","9.84","9.58009992144868"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2010","266","2916031","9.12","9.00338682322352"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2011","299","2938640","10.17","10.2031171537491"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2012","307","2949208","10.41","10.1314244424388"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2013","322","2956780","10.89","10.5156867464466"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2014","323","2964800","10.89","10.382779493989"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2015","342","2975626","11.49","10.796392589024"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2016","331","2988231","11.08","10.3830602100464"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","2017","392","3004279","13.05","12.4130724938217"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Suicide Firearm","","5394","54118577","9.97","."
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","1999","1532","33499204","4.57","4.86607159282755"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2000","1487","33998767","4.37","4.64426317211325"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2001","1450","34479458","4.21","4.45398784530045"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2002","1490","34871843","4.27","4.50110291828059"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2003","1505","35253159","4.27","4.44182634882668"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2004","1366","35574576","3.84","4.00113485901375"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2005","1329","35827943","3.71","3.83851603678075"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2006","1319","36021202","3.66","3.73715885702281"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2007","1422","36250311","3.92","3.96121396392247"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2008","1478","36604337","4.04","4.04938934800524"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2009","1519","36961229","4.11","4.07209717387293"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2010","1492","37254518","4","3.96587168773369"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2011","1564","37672654","4.15","4.06114193616621"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2012","1549","38019006","4.07","3.99050288052591"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2013","1571","38347383","4.1","3.9544231200112"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2014","1582","38701278","4.09","3.91176609847073"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2015","1559","39032444","3.99","3.79814010155143"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2016","1595","39296476","4.06","3.86043965542065"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","2017","1610","39536653","4.07","3.84123099685768"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Suicide Firearm","","28419","697202441","4.08","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","1999","309","4226018","7.31","7.52173729921516"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2000","350","4327788","8.09","8.22473740823337"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2001","390","4425687","8.81","9.09085893170487"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2002","380","4490406","8.46","8.51919042414289"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2003","363","4528732","8.02","8.18206068187845"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2004","402","4575013","8.79","8.76832735415827"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2005","396","4631888","8.55","8.62154138110143"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2006","371","4720423","7.86","7.75599390557176"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2007","396","4803868","8.24","8.18766269781929"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2008","387","4889730","7.91","7.88483471911032"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2009","454","4972195","9.13","9.01000251399791"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2010","427","5029325","8.49","8.19251905030894"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2011","443","5116411","8.66","8.37767604156068"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2012","533","5186330","10.28","9.8029633614166"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2013","489","5262556","9.29","9.03158801556856"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2014","539","5342311","10.09","9.89704044264191"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2015","541","5440445","9.94","9.69074723202031"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2016","613","5530105","11.08","10.7549478218591"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","2017","592","5607154","10.56","10.1012629796844"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Suicide Firearm","","8375","93106385","9","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","1999","111","3386401","3.28","3.24630841780922"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2000","113","3411714","3.31","3.2186090442386"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2001","115","3432835","3.35","3.27646316838218"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2002","85","3458749","2.46","2.36360039263011"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2003","89","3484336","2.55","2.42031897773926"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2004","105","3496094","3","2.91430791336104"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2005","112","3506956","3.19","3.03085243321517"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2006","79","3517460","2.25","2.13909261971799"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2007","78","3527270","2.21","2.0344604229122"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2008","109","3545579","3.07","2.85364859513724"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2009","93","3561807","2.61","2.48220077485191"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2010","110","3574114","3.08","2.91868811858859"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2011","111","3591927","3.09","2.84774276692265"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2012","111","3597705","3.09","2.92233415188206"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2013","92","3602470","2.55","2.44951981659834"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2014","125","3600188","3.47","3.10782264909784"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2015","104","3593862","2.89","2.71970058958449"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2016","110","3587685","3.07","2.71193433431246"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","2017","109","3588184","3.04","2.7736892460784"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Suicide Firearm","","1961","67065336","2.92","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","1999","44","774990","5.68","5.66915141065994"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2000","40","786404","5.09","5.0866458050154"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2001","53","795699","6.66","6.59947458348364"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2002","38","806169","4.71","4.62644032196754"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2003","42","818003","5.13","5.05237272726685"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2004","45","830803","5.42","5.19979084772366"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2005","42","845150","4.97","4.87803639191983"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2006","42","859268","4.89","4.67406421424672"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2007","46","871749","5.28","5.00277670144638"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2008","41","883874","4.64","4.36227121440164"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2009","38","891730","4.26","4.31890768635446"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2010","43","897936","4.79","4.75465379909596"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2011","46","907884","5.07","4.64302237858302"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2012","46","916868","5.02","4.85797797584426"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2013","60","925114","6.49","5.94336876400485"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2014","59","934805","6.31","5.95166096624681"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2015","55","944107","5.83","5.50786327322873"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2016","65","952698","6.82","5.87442412441239"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","2017","50","961939","5.2","4.95485508738343"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Suicide Firearm","","895","16605190","5.39","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","1999","13","570220","2.28","2.19935091235266"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2000","P","571723",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2001","21","574504","3.66","3.19514941147992"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2002","13","573158","2.27","2.13562840902804"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2003","10","568502","1.76","1.47336081933061"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2004","P","567754",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2005","10","567136","1.76","1.57212802374788"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2006","10","570681","1.75","1.617384580812"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2007","10","574404","1.74","1.74834762791184"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2008","12","580236","2.07","1.93747629736364"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2009","P","592228",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2010","13","601766","2.16","2.1984062407138"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2011","P","620336",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2012","10","635630","1.57","1.57463884383601"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2013","P","650114",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2014","14","660797","2.12","1.96494099261605"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2015","11","672736","1.64","1.46692837982085"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2016","P","684336",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","2017","P","693972",".","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Suicide Firearm","","190","11530233","1.65","."
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","1999","1136","15759421","7.21","6.73913512811497"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2000","1186","16047246","7.39","6.84852168742258"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2001","1197","16356966","7.32","6.74043352858728"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2002","1205","16689370","7.22","6.68791074362717"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2003","1242","17004085","7.3","6.74773657839289"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2004","1197","17415318","6.87","6.33993041167758"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2005","1163","17842038","6.52","5.95874580462747"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2006","1227","18166990","6.75","6.13905131737927"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2007","1284","18367842","6.99","6.38097305955855"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2008","1397","18527305","7.54","6.84279743066689"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2009","1472","18652644","7.89","7.15356044099769"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2010","1454","18804594","7.73","6.88118933210033"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2011","1490","19097369","7.8","6.97624499860234"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2012","1550","19341327","8.01","7.10127143844834"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2013","1566","19584927","8","7.07816477036283"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2014","1538","19897747","7.73","6.79528963614161"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2015","1630","20268567","8.04","7.03421296295236"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2016","1672","20656589","8.09","7.0833161988476"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","2017","1723","20984400","8.21","7.1511870974693"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Suicide Firearm","","26329","349464745","7.53","."
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","1999","628","8045966","7.81","8.0908059101823"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2000","588","8230053","7.14","7.4656893351337"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2001","626","8377038","7.47","7.76064283592471"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2002","614","8508256","7.22","7.57853634804577"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2003","656","8622793","7.61","7.97875561423528"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2004","605","8769252","6.9","7.15799119646099"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2005","590","8925922","6.61","6.88473336505658"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2006","600","9155813","6.55","6.74691911858141"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2007","641","9349988","6.86","7.08136836511295"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2008","616","9504843","6.48","6.55859431139236"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2009","743","9620846","7.72","7.85257741555384"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2010","718","9688690","7.41","7.44958121383154"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2011","742","9810595","7.56","7.53017954297017"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2012","750","9911171","7.57","7.47207825466023"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2013","747","9981773","7.48","7.38934365627605"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2014","841","10083850","8.34","8.21314735235219"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2015","823","10199533","8.07","7.94335918993902"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2016","871","10313620","8.45","8.0868394004646"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","2017","908","10429379","8.71","8.48323145906464"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Suicide Firearm","","13307","177529381","7.5","."
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Suicide Firearm","1999","23","1210300","1.9","1.8839771180023"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Suicide Firearm","2000","37","1211479","3.05","2.9735814010122"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Suicide Firearm","2001","31","1225948","2.53","2.44380638344516"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Suicide Firearm","2002","21","1239613","1.69","1.58584039196806"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Suicide Firearm","2003","24","1251154","1.92","1.85455343353369"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Suicide Firearm","2004","31","1273569","2.43","2.29267414176243"
